id,alamat,kelurahan_id,no_tps
2295,Jl Tenggumung Wetan Gg garuda 3,94,TPS 51
2296,Jl Tenggumung Karya Lor Buntu II,94,TPS 52
2297,Jl Tenggumung Karya Lor VIII,94,TPS 53
2298,Jl Tenggumung Karya Lor X,94,TPS 54
2299,Jl Tenggumung Karya Lor XIV,94,TPS 55
2300,Jl Wonokusumo Lor Gg 3,94,TPS 56
2301,Jl Wonokusumo Lor Gg 5,94,TPS 57
2302,Jl Wonokusumo Wetan Dpn Balai RW 10,94,TPS 58
2303,Jl Wonokusumo Lor Gg 6,94,TPS 59
2304,Jl Wonokusumo Lor Gg 8,94,TPS 60
2305,Jl Wonokusumo Lor Gg 10,94,TPS 61
2306,Jl Wonokusumo Lor Gg 12,94,TPS 62
2307,Jl Wonokusumo Bakti Gg 4 (RT 03),94,TPS 63
2308,Jl Wonokusumo Wetan (RT 08),94,TPS 64
2309,Jl Wonokusumo Bakti Gg 2,94,TPS 65
2310,Jl Wonokusumo Bhakti Gg 5,94,TPS 66
2311,Jl Wonokusumo No 77,94,TPS 67
2312,Jl Wonokusumo Wetan Gg 4 /4,94,TPS 68
2313,Jl Wonokusumo Tengah Dpn Masjid,94,TPS 69
2314,Jl Wonokusumo Kulon gg 3 Dpn Sekolah SDN,94,TPS 70
2315,Jl Wonokusumo lor Gg 2,94,TPS 71
2316,Jl Wonosari Lor 5 B,94,TPS 72
2317,Jl Wonosari Lor III,94,TPS 73
2318,Jl Wonosari Lor IV,94,TPS 74
2319,Jl Wonosari Lor Baru II,94,TPS 75
2320,Jl Wonosari Lor Baru 5,94,TPS 76
2321,Jl Wonosari Lor Baru gg IX,94,TPS 77
2322,,94,TPS 78
2323,,94,TPS 79
2324,Jl Wonosari Lor gg III,94,TPS 80
2325,JL. BULAK JAYA 1/34,94,TPS 81
2326,JL. BULAK JAYA 3/15,94,TPS 82
2327,JL. BULAK JAYA 5/23,94,TPS 83
2328,JL. BULAK JAYA 8/23,94,TPS 84
2329,JL. BULAK JAYA 10/15,94,TPS 85
2330,Jl Tenggumung Wetan Gg Apel,94,TPS 86
2331,Jl Tenggumung Wetan Gg Rambutan,94,TPS 87
2332,Jl Tenggumung Wetan Gg Randu,94,TPS 88
2333,BALAI RW VI Jl. RAWA,95,TPS 1
2334,Jl. ASRAMA AMPEL  I ( KOPERASI TUMPANG SARI ),95,TPS 2
2335,BALAI RW VIII KOMPLEK HANG TUAH ,95,TPS 3
2336,HANG TUAH 8 / 12,95,TPS 4
2337,HANG TUAH 7 / 38,95,TPS 5
2338,HANG TUAH 7 / 18,95,TPS 6
2339,HANG TUAH 6 / 27,95,TPS 7
2340,HANG TUAH 6 / 11,95,TPS 8
2341,HANG TUAH 5 / 20,95,TPS 9
2342,HANG TUAH 4,95,TPS 10
2343,HANG TUAH 3,95,TPS 11
2344,SDN UJUNG X,95,TPS 12
2345,Jl. SAWAH PULO SR 2 / 1,95,TPS 13
2346,Jl. SAWAH PULO No. 2 SEBELAH KELURAHAN,95,TPS 14
2347,LAPANGAN SMU NEGERI 8,95,TPS 15
2348,Jl. SAWAH PULO SR ,95,TPS 16
2349,Jl. SAWAH PULO JAYA 16,95,TPS 17
2350,SAWAH PULO UTARA LAPANGAN No. 19,95,TPS 18
2351,DEPAN BALAI RW XI,95,TPS 19
2352,SAWAH PULO KULON 2 / 24,95,TPS 20
2353,SAWAH PULO KULON 3 / 28,95,TPS 21
2354,SAWAH PULO TIMUR LAPANGAN Gg 2,95,TPS 22
2355,SAWAH PULO KULON 3 ,95,TPS 23
2356,Jl. SAWAH PULO No. 27,95,TPS 24
2357,Jl. SAWAH PULO ,95,TPS 25
2358,BALAI RW XII ,95,TPS 26
2359,Jl. SAWAH PULO ,95,TPS 27
2360,Jl. SAWAH PULO ,95,TPS 28
2361,Jl. SAWAH PULO  81,95,TPS 29
2362,JATIPURWO BARAT 6 / 29,95,TPS 30
2363,JATIPURWO BARAT 5 / 18,95,TPS 31
2364,JATIPURWO  5 / 5,95,TPS 32
2365,JATIPURWO  2 / 15,95,TPS 33
2366,JATIPURWO  Gg 4,95,TPS 34
2367,JATIPURWO  KALIMIR DEPAN JATIPURWO Gg 4B,95,TPS 35
2368,JATIPURWO  KALIMIR DEPAN POS KAMLING,95,TPS 36
2369,JATIPURWO  KALIMIR 71,95,TPS 37
2370,,95,TPS 38
2371,JATIPURWO  2 / 18,95,TPS 39
2372,Jl. JATISRONO TIMUR,95,TPS 40
2373,Jl. JATISRONO 28,95,TPS 41
2374,Jl. JATISRONO TENGAH 10,95,TPS 42
2375,BALAI RW XIV JATISRONO,95,TPS 43
2376,Jl. JATISRONO TIMUR,95,TPS 44
2377,BENTENG ,95,TPS 45
2378,JALAN RAYA BENTENG ,95,TPS 46
2379,Jl. SAROTAMA,95,TPS 47
2380,SIDORAME 44,96,TPS 1
2381,SIDORAME 38,96,TPS 2
2382,JL. SAWAH 1,96,TPS 3
2383,JL. PEGIRIAN GG. 2 ,96,TPS 4
2384,KARANG TEMBOK 1 (PINGGIR KALI) RABIES,96,TPS 5
2385,KARANG TEMBOK (PINGGIR KALI) GD. KAOS,96,TPS 6
2386,KARANG TEMBOK 2,96,TPS 7
2387,KARANG TEMBOK 2/2 (SAMPING BALAI RW. 3),96,TPS 8
2388,KARANG TEMBOK 39,96,TPS 9
2389,KARANG TEMBOK KALI 34 / RT.07,96,TPS 10
2390,KARANG TEMBOK (PINGGIR KALI RT.11),96,TPS 11
2391,KARANG TEMBOK (PINGGIR KALI RT.09),96,TPS 12
2392,JL. WONOSARI GG. 3,96,TPS 13
2393,JL. WONOSARI 33 BELAKANG (TEPI SUNGAI),96,TPS 14
2394,JL. WONOSARI TPA,96,TPS 15
2395,WONOKUSUMO KIDUL 27,96,TPS 16
2396,WONOKUSUMO JAYA 7 (DEPAN POS RT.08),96,TPS 17
2397,WONOKUSUMO JAYA GG. TENGAH ( RT.02),96,TPS 18
2398,WONOKUSUMO JAYA GG. 13,96,TPS 19
2399,WONOKUSUMO JAYA GG. 15,96,TPS 20
2400,WONOKUSUMO JAYA PINGGIR (RT.07),96,TPS 21
2401,WONOKUSUMO JAYA GG.1 ( RT. 09),96,TPS 22
2402,TENGGUMUNG KARYA 3,96,TPS 23
2403,TENGGUMUNG KARYA GG.3,96,TPS 24
2404,TENGGUMUNG KARYA 3/30,96,TPS 25
2405,TENGGUMUNG BARU INDAH 2,96,TPS 26
2406,TENGGUMUNG BARU GG. SEKOLAHAN,96,TPS 27
2407,TENGGUMUNG BARU MULYA 1/24,96,TPS 28
2408,TENGGUMUNG BARU MULYA 3,96,TPS 29
2409,TENGGUMUNG BARU SELATAN (RT.02 / RW.10),96,TPS 30
2410,TENGGUMUNG BARU SELATAN (RT.04 / RW.10),96,TPS 31
2411,TENGGUMUNG BARU SELATAN (RT.05 / RW.10),96,TPS 32
2412,TENGGUMUNG BARU SELATAN 5/23,96,TPS 33
2413,TENGGUMUNG BARU SELATAN (RT.08 / RW.10),96,TPS 34
2414,WONOKUSUMO DAMAI SEKOLAHAN,96,TPS 35
2415,WONOKUSUMO JAYA (BALAI RW.11),96,TPS 36
2416,WONOKUSUMO JAYA 5-A,96,TPS 37
2417,,96,TPS 38
2418,WONOKUSUMO JAYA 1,96,TPS 39
2419,WONOKUSUMO JAYA 6-A RT. 10 RW. 11,96,TPS 40
2420,WONOKUSUMO JAYA 7 BARAT 26,96,TPS 41
2421,WONOKUSUMO JAYA BARU 9/19,96,TPS 42
2422,JL. Donorejo IV ( depan Rumah No. 16 ),97,TPS 1
2423,Ruko JL. Donorejo,97,TPS 2
2424,JL. Donorejo Gang I ( depan Rumah No. 9 ),97,TPS 3
2425,JL. Donorejo Gang II ( depan POS RT ),97,TPS 4
2426,JL.Donokerto XI ( depan No. 47 / Gereja ),97,TPS 5
2427,JL. Kaliondo Kidul I ( depan rumah No. 1 & 3 ),97,TPS 6
2428,JL. Gembong Sawah ( depan rumah No. 51 ),97,TPS 7
2429,JL. Gembong Sawah Barat No. 56,97,TPS 8
2430,JL. Gembong Sawah III ( depan Balai RT. 6 ),97,TPS 9
2431,JL. Gembong IV ( depan Rumah No. 25 ),97,TPS 10
2432,JL. Gembong III ( depan rumah No. 17 ),97,TPS 11
2433,JL. Gembong V ( depan rumah No. 3 ),97,TPS 12
2434,JL. Gembong III No. 80,97,TPS 13
2435,JL. Gembong VI ( depan Balai RW. V ),97,TPS 14
2436,JL. Donorejo ( depan Rumah No. 16 ),97,TPS 15
2437,JL. Donokerto Baru Gang A / 7 ( depan Balai RW. VI ),97,TPS 16
2438,JL. Donorejo Selatan ( depan Rumah No. 10-B ),97,TPS 17
2439,JL. Donokerto XI ( dekat Balai RW. VII ),97,TPS 18
2440,JL. Donokerto II ( depan rumah No. 41 ),97,TPS 19
2441,JL. Donokerto I ( Balai RT. 01 RW. VII ),97,TPS 20
2442,JL. Kapasan Dalam III ( tempat parkir kendaraan ),97,TPS 21
2443,JL. Kapasan Dalam III ( Balai RW. VIII ),97,TPS 22
2444,JL. Kapasan Samping I ( Balai RW. VIII ),97,TPS 23
2445,Sidokapasan Gg. 10 / 5,98,TPS 1
2446,Sidokapasan Gg. 2 / 30 (depan Balai RW 1),98,TPS 2
2447,Sidokapasan Gg. 1 / 49,98,TPS 3
2448,Sidokapasan Blk Pasar No. 25,98,TPS 4
2449,Kampung Seng Gg. 5 / 15,98,TPS 5
2450,Sidokapasan Gg 2 /22,98,TPS 6
2451,Seng 53,98,TPS 7
2452,Seng 77,98,TPS 8
2453,Sidodadi 10 / 50,98,TPS 9
2454,Sidodadi 10 / 30,98,TPS 10
2455,Sidodadi Gg. 2 / 25  ( Balai RW 3 ),98,TPS 11
2456,Jl. Seng No. 33 ( Komplek Pertokoan ),98,TPS 12
2457,Kapasan Lor 2 / 29 A,98,TPS 13
2458,Sidodadi 9 / 18,98,TPS 14
2459,Sidodadi 9 / 65,98,TPS 15
2460,Sidodadi 8 / 40 (Depan balai RW 4 ),98,TPS 16
2461,Cantian Tengah 1 / 19   (Samping  Balai RW 5 ),98,TPS 17
2462,Cantian Tengah 4 / 33,98,TPS 18
2463,Cantian Tengah 5 / 15,98,TPS 19
2464,Sidodadi Kulon 1 / 46    ( Depan Balai RW 6 ) ,98,TPS 20
2465,Srengganan Kidul No. 47,98,TPS 21
2466,Srengganan Lebar No. 8 ( Sekolahan SD ),98,TPS 22
2467,Srengganan Dalam 1/ 15,98,TPS 23
2468,Jl. Pegirian no. 106,98,TPS 24
2469,JL. GRANTING I ( BALAI RW 1 ),99,TPS 1
2470,JL. SIDOYOSO 3/25,99,TPS 2
2471,JL. KENJERAN GG 4 (SDN SIMOKERTO 5/138),99,TPS 3
2472,JL. KENJERAN 4/8 ( BALAI RW 2 ),99,TPS 4
2473,JL. KENJERAN GG 4-C,99,TPS 5
2474,JL. KENJERAN GG 2 (DEPAN BALAI RW 3),99,TPS 6
2475,JL. KENJERAN GG 3,99,TPS 7
2476,JL. SIMOKERTO GG 3 (DEPAN BALAI RW 4),99,TPS 8
2477,JL. SIMOKERTO GG 4,99,TPS 9
2478,JL. SIMOKERTO GG 5,99,TPS 10
2479,JL. SIMOKERTO GG 6,99,TPS 11
2480,JL. GRANTING BARU TENGAH 11 (BALAI RW 5),99,TPS 12
2481,JL. GRANTING BARU TENGAH GG 2 (SEBELAH MASJID),99,TPS 13
2482,JL. KAPASAN KIDUL GG 1,99,TPS 14
2483,JL. KAPASAN KIDUL GG 5,99,TPS 15
2484,JL. GRANTING BARU GG 4 (BALAI RW 7),99,TPS 16
2485,JL. GRANTING BARU GG 6 (DEKAT PUSKESMAS),99,TPS 17
2486,JL. SIMOLAWANG 3/15 (BALAI RW 8),99,TPS 18
2487,JL. SIMOLAWANG 3/47,99,TPS 19
2488,JL. SIMOLAWANG GG BUNTU,99,TPS 20
2489,JL. SIMOLAWANG GG 1,99,TPS 21
2490,JL. SIMOLAWANG GG 2,99,TPS 22
2491,JL. SIMOLAWANG BARU TAMAN,99,TPS 23
2492,JL. SIDOYOSO 8/14 (BALAI RW 11),99,TPS 24
2493,JL. SIDOYOSO WETAN 44 (SLB),99,TPS 25
2494,JL. SIDOTOPO WETAN 112 (SDN SIMOKERTO 139),99,TPS 26
2495,JL. SIDOTOPO WETAN 112 (YP 17),99,TPS 27
2496,JL. SIDOYOSO WETAN (LAPANGAN),99,TPS 28
2497,JL. SIDOYOSO WETAN 49 (BALAI RW 13),99,TPS 29
2498,"JL. SIDOYOSO 2, 3/21 (BALAI RW 14)",99,TPS 30
2499,"JL. SIDOYOSO 2, 1/19",99,TPS 31
2500,Simolawang II Barat 82,100,TPS 1
2501,Simolawang II Barat 23-A ( Depan Balai RW. I),100,TPS 2
2502,Sidodadi Baru 33 ( Depan Balai RW. II ),100,TPS 3
2503,Sidonipah I / 15,100,TPS 4
2504,Sidonipah V Taman ( Sebelah Utara ) ,100,TPS 5
2505,Jl. Sidonipah No. 2 ( Depan Langgar ),100,TPS 6
2506,Jl. Sidonipah No. 28,100,TPS 7
2507,Jl. Bolodewo No.28,100,TPS 8
2508,Bonowati  1 / 45 ( Depan Balai RW. III ),100,TPS 9
2509,Banowati 2 / 24,100,TPS 10
2510,Jl. Sidotopo Kidul 47-C,100,TPS 11
2511,"Jl. Sencaki No. 2 , 4 , 6",100,TPS 12
2512,Jl. Sencaki No. 33,100,TPS 13
2513,Jl. Sombo No. 19,100,TPS 14
2514,Rusun Sombo Blok. C,100,TPS 15
2515,Rusun Sombo Blok. B,100,TPS 16
2516,Jl. Sombo No. 37 ( Depan Balai RW. V ),100,TPS 17
2517,Rusun Sombo Blok. J,100,TPS 18
2518,Rusun Sombo Blok. G,100,TPS 19
2519,Rusun Sombo Blok. H,100,TPS 20
2520,Kebondalem  7 / 5 ( Depan Langgar ),100,TPS 21
2521,Kebondalem Gg. IX,100,TPS 22
2522,Jl. Sidodadi No. 183 ( depan Toko Jamu ),100,TPS 23
2523,Kebondalem Gg. III / 1,100,TPS 24
2524,Kebondalem Gg. V / 44,100,TPS 25
2525,Kebondalem Gg. VII ( Depan Balai RW. VII ),100,TPS 26
2526,Jl. Pegrian No. 180,100,TPS 27
2527,Kertopaten  Gg. III ( Samping Pertokoan ),100,TPS 28
2528,Botoputih Gg. 2 / 42 ( Depan Balai RW IX ),100,TPS 29
2529,Botoputih Gg. 2 No. 81,100,TPS 30
2530,Botoputih Butulan No. 5,100,TPS 31
2531,JL. NGAGLIK BUNTU (Balai RW),101,TPS 1
2532,KAPAS KRAMPUNG NO 37 (depan toko gipsun),101,TPS 2
2533,JL. TAMBAK REJO no.1,101,TPS 3
2534,JL. TAMBAK REJO NO. 37,101,TPS 4
2535,JL. TAMBAK SEGARAN DEPAN INDOMARET,101,TPS 5
2536,JL TAMAN TAMBAK SEGARAN ( BALAI RW ),101,TPS 6
2537,JL.TAMBAK SEGARAN VI,101,TPS 7
2538,LAPANGAN TAMBAK SEGARAN VII,101,TPS 8
2539,TAMBAK LABAN ,101,TPS 9
2540,KENJERAN 113 BELAKANG,101,TPS 10
2541,BALAI RT SIMOKERTO TEBASAN,101,TPS 11
2542,DONOREJO WETAN ( BALAI ),101,TPS 12
2543,TAMBAK LABAN NO 18,101,TPS 13
2544,TAMBAK REJO gg.1,101,TPS 14
2545,BALAI RW 7  TAMBAK BENING,101,TPS 15
2546,TAMBAK JATI,101,TPS 16
2547,JL. TAMBAK WINDU NO 12 BALAI RW,101,TPS 17
2548,JL. TAMBAK ANAKAN ,101,TPS 18
2549,Jl. TAMBAK ADI ,101,TPS 19
2550,JL. TAMBAK MADU III/ 2,101,TPS 20
2551,JL. TAMBAK MADU IV/ 31,101,TPS 21
2552,KAPASARI PEDUKUHAN GG IV TIMUR,101,TPS 22
2553,KAPASARI PEDUKUHAN GG VIII TIMUR ,101,TPS 23
2554,BALAI RW X KAPASARI PEDUKUHAN BEI 1A,101,TPS 24
2555,BALAI RT 05 KAPASARI PEDUKUHAN TEMBUSAN ,101,TPS 25
2556,LAP. SMK TRIYASA KAPASARI PEDUKUHAN X ,101,TPS 26
2557,KAPASARI PEDUKUHAN GG XII TENGAH,101,TPS 27
2558,DEPAN POS RT 9 KAPASARI PEDUKUHAN GG XI,101,TPS 28
2559,JL. KLAMPIS NGASEM 73,102,TPS 1
2560,JL. KLAMPIS NGASEM IV,102,TPS 2
2561,JL. KLAMPIS NGASEM 39,102,TPS 3
2562,JL. KLAMPIS NGASEM II,102,TPS 4
2563,JL. KLAMPIS NGASEM 51,102,TPS 5
2564,JL. KLAMPIS NGASEM III,102,TPS 6
2565,JL. KLAMPIS SEMALANG I,102,TPS 7
2566,JL. KLAMPIS SEMALANG III,102,TPS 8
2567,JL. KLAMPIS SEMALANG V,102,TPS 9
2568,JL. KLAMPIS SEMALANG VII,102,TPS 10
2569,JL. DELES RAYA,102,TPS 11
2570,JL. DELES IV,102,TPS 12
2571,BALAI RW DELES,102,TPS 13
2572,PENDOPO WISMA MUKTI,102,TPS 14
2573,PENDOPO WISMA MUKTI,102,TPS 15
2574,PENDOPO WISMA MUKTI,102,TPS 16
2575,PENDOPO WISMA MUKTI,102,TPS 17
2576,Jl. MLETO I,102,TPS 18
2577,Jl. MLETO RAYA,102,TPS 19
2578,Jl. TIRTIYOSO I,102,TPS 20
2579,Jl. TIRTIYOSO IV,102,TPS 21
2580,BALAI RW KLAMPIS HARAPAN,102,TPS 22
2581,Jl. KLAMPIS AJI I/ 30 SURABAYA,102,TPS 23
2582,Jl. Gebang Lor No. 49 Surabaya,103,TPS 1
2583,Jl. Gebang Wetan No. 5 Surabaya,103,TPS 2
2584,"Balai RW 02, Jl. Gebang Kidul, Surabaya",103,TPS 3
2585,"Balai RW 03, Jl. Asempayung",103,TPS 4
2586,"Jl. Asempayung No. 7-B, Surabaya",103,TPS 5
2587,"Balai RW 04, Jl. Kejawan Gebang, Surabaya",103,TPS 6
2588,"Bina Ana Prasa RW 04, Jl. Kejawan Gebang, Surabaya",103,TPS 7
2589,Jl. Kertajaya Indah Timur Blok O,103,TPS 8
2590,Jl. Kertajaya Indah Timur Blok P,103,TPS 9
2591,Jl. Manyar Kerto Adi Blok W,103,TPS 10
2592,"Balai RW I, Jl. Menur II/50 Surabaya",104,TPS 1
2593,"SDN Menur Pumpungan 1, Jl. Manyar Kartika VIII/1 Surabaya",104,TPS 2
2594,Jl. Menur  I/37 Surabaya ( Depan musholla al-falah sholikhin ),104,TPS 3
2595,Pumpungan I/5 Surabaya ( Depan pos RT),104,TPS 4
2596,Pumpungan 4/20 Surabaya ( Depan Rumah Ibu Nancy ),104,TPS 5
2597,Jl. Pumpungan V makam ( balai RW II ),104,TPS 6
2598,Pumpungan III/29 Surabaya ( Kampus ABI ),104,TPS 7
2599,Jl. Kedung Tomas No. 42 Surabaya ( Depan Pos RT ),104,TPS 8
2600,Jl. Raya Manyar Tirtoasri 12 No. 2 Surabaya ( depan bakso pak djo ),104,TPS 9
2601,Jl. Raya Manyar Tirtomoyo 63 Surabaya (Hal. Kantor PT Tompotika),104,TPS 10
2602,Jl. Manyar Rejo VIII/2 Surabaya ( depan Balai RW V ),104,TPS 11
2603,Jl. Manyar Rejo VIII/2 Surabaya ( depan Balai RW V ),104,TPS 12
2604,Jl. Taman Manyar Indah ( Depan Balai RW VI ),104,TPS 13
2605,Jl. Manyar Kartika IV Surabaya ( Lapangan Tennis RW VII ),104,TPS 14
2606,"Balai RW VIII,  Jl. Manyar Jaya III Surabaya",104,TPS 15
2607,"Balai RW VIII,  Jl. Manyar Jaya III Surabaya",104,TPS 16
2608,"Balai RW VIII,  Jl. Manyar Jaya III Surabaya",104,TPS 17
2609,Menur 3 / 89 Surabaya,104,TPS 18
2610,Menur III/19 Surabaya ( Depan Masjid Baitul Rochim ),104,TPS 19
2611,Manyar Kartika Barat No. 5 Surabaya (samping indomaret ),104,TPS 20
2612,Menur IV/11 Surabaya,104,TPS 21
2613,Menur V/10 Surabaya,104,TPS 22
2614,Menur I/85 Surabaya,104,TPS 23
2615,GOR GALAXI BUMI PERMAI,105,TPS 1
2616,KEPUTIH NO 76,105,TPS 2
2617,KEPUTIH GG 3 NO. 8 ( TK YAPITA ),105,TPS 3
2618,KEPUTIH GG III NO 50,105,TPS 4
2619,KEPUTIH PASAR ( GRIYO KEPUTIH ),105,TPS 5
2620,SMK ADHIKA WACANA ,105,TPS 6
2621,JL MEDOKAN KEPUTIH HALAMAN MUSHOLAH AL MUKHLISIN,105,TPS 7
2622,KEPUTIH TEGAL TIMUR BARU UTARA ( HALAMAN MASJID AL QOMARIYAH ),105,TPS 8
2623,RUMAH PINTAR KEPUTIH TEGAL TIMUR BARU GG III,105,TPS 9
2624,BALAI RT 01 / RW 06 BUMI MARINA EMAS,105,TPS 10
2625,KEPUTIH TEGAL TIMUR ( BALAI RT 5 RW 2 ),105,TPS 11
2626,KEPUTIH TANGGUL NO 15 ,105,TPS 12
2627,KEPUTIH UTARA ( TERMINAL LYN O ),105,TPS 13
2628,KEPUTIH GG I ( BALAI RT 3 RW 3 ),105,TPS 14
2629,PERUM ITS BLOK T ,105,TPS 15
2630,PERUM ITS BLOK U,105,TPS 16
2631,PERUM ITS BLOK I,105,TPS 17
2632,KEPUTIH TIMUR JAYA ( HALAMAN MUSHOLAH AL MABRUG ),105,TPS 18
2633,KEPUTIH TEGAL ( BALAI RW 08 ) ,105,TPS 19
2634,Jl. Nginden 1,106,TPS 1
2635,Jl. Nginden 2 No 27 / Depan Rumah Mudin,106,TPS 2
2636,Jl. Nginden 2 No 109 / Halaman Futsal Hokky,106,TPS 3
2637,Jl. Nginden Baru 3 / Depan Balai RW II,106,TPS 4
2638,Jl. Nginden 3 no 9,106,TPS 5
2639,JL. Nginden 3 No 30,106,TPS 6
2640,Jl. Nginden 3 No 33,106,TPS 7
2641,Jl. Nginden 5 No 29,106,TPS 8
2642,Jl. Nginden Permata 4,106,TPS 9
2643,Jl. Nginden 6 / Depan Rumah no 3,106,TPS 10
2644,Jl. Nginden 6 c dan D Sisi Selatan,106,TPS 11
2645,Jl. Nginden 6 E,106,TPS 12
2646,Jl.Nginden 6 I,106,TPS 13
2647,Jl. Nginden Baru 6 / Halaman SDN Nginden JK 2,106,TPS 14
2648,Jl. Nginden Intan Timur XVIII ( Sisi Timur ),106,TPS 15
2649,JL. Nginden Intan Tengah ( Sisi Selatan ),106,TPS 16
2650,Jl. Nginden Intan Raya No 4 / Ruko sisi timur,106,TPS 17
2651,Jl. Jangkungan 1 No 20 / Halaman Sekolah SD Baitul Mukmin,106,TPS 18
2652,Jl. Jangkungan 1 B No 33,106,TPS 19
2653,Jl. Jangkungan 1 B No 25 / Balai RW 08,106,TPS 20
2654,SEMOLOWARU UTARA RT.05 / RW.01,107,TPS 1
2655,BALAI RW.I (SEMOLOWARU UTARA),107,TPS 2
2656,SEMOLOWARU UTARA  I/ 94,107,TPS 3
2657,SEMOLOWARU UTARA RT.08 / RW.01,107,TPS 4
2658,SEMOLOWARU UTARA VI / 19,107,TPS 5
2659,BALAI RW.X  (KLAMPIS SEMOLO BARAT),107,TPS 6
2660,KLAMPIS SEMOLO TIMUR RW.IX,107,TPS 7
2661,RUKO GALAXI BUMI PERMAI TAHAP II ( Blok I,107,TPS 8
2662,LAPANGAN TENNIS (SEMOLOWARU BAHARI),107,TPS 9
2663,LAPANGAN BOLA BASKET (SEMOLOWARU INDAH II),107,TPS 10
2664,JOGLO RW VII,107,TPS 11
2665,BALAI RW.IV (SEMOLOWARU TENGAH VIII/1),107,TPS 12
2666,BALAI RW.IV (SEMOLOWARU TENGAH VIII/1),107,TPS 13
2667,BALAI RW VIII (SEMOLOWARU ELOK Blok AC),107,TPS 14
2668,SEMOLOWARU ELOK AK-16,107,TPS 15
2669,BALAI RW VI SEMOLOWARU ELOK,107,TPS 16
2670,SEMOLOWARU ELOK ANTARA BLOK H – I,107,TPS 17
2671,SEMOLOWARU ELOK  (Depan Makam  RW III),107,TPS 18
2672,BALAI RW.III  (SEMOLOWARU SELATAN XI),107,TPS 19
2673,PERUM UNTAG,107,TPS 20
2674,SEMOLOWARU SELATAN XIII,107,TPS 21
2675,SEMOLOWARU SELATAN III/ 10,107,TPS 22
2676,JL. SEMOLOWARU NO.50-B,107,TPS 23
2677,JL. SEMOLOWARU NO.122,107,TPS 24
2678,SEMOLOWARU UTARA IV/10,107,TPS 25
2679,JL. SEMOLOWARU TENGAH I/44,107,TPS 26
2680, Jl. Semampir Kelurahan,108,TPS 1
2681, Jl. Semampir Tengah,108,TPS 2
2682,Balai RW 01 Kel. Medokan semampir,108,TPS 3
2683,Pos Jaga RT 02 RW 02  kel. Medokan semampir,108,TPS 4
2684,Pos Jaga RT 04 RW 02 ,108,TPS 5
2685,Balai RW 02 ,108,TPS 6
2686,Lapangan RW 03,108,TPS 7
2687,Semampir gang Masjid,108,TPS 8
2688,Balai RW IV,108,TPS 9
2689,Semolowaru Elok Blok Y,108,TPS 10
2690,Balai RW V,108,TPS 11
2691,Semampir Selatan 1/20,108,TPS 12
2692,Semampir AWS III,108,TPS 13
2693,Raya Semampir AWS,108,TPS 14
2694,Semampir Tengah 2 A,108,TPS 15
2695,Semampir Tengah VI A,108,TPS 16
2696,Balai RW VII,108,TPS 17
2697,Balai RT 07/ RW VII,108,TPS 18
2698,Jl. Medokan Semampir Indah,108,TPS 19
2699,Semampir Indah Tangkis,108,TPS 20
2700, Jl. Medokan,108,TPS 21
2701,Ruko Galaxy,108,TPS 22
2702,Ruko Galaxy,108,TPS 23
2703,JL RAYA  SUKOMANUNGGAL,109,TPS 1
2704,BALAI POS RT 04 RW. 01 (JL. DONOWATI II),109,TPS 2
2705,JL. DONOWATI 4/40,109,TPS 3
2706,JL. DONOWATI SEKOLAHAN,109,TPS 4
2707,JL. DONOWATI 7,109,TPS 5
2708,SUKOMANUNGGAL GG. 1 (BALAI RT.01/RW. II),109,TPS 6
2709,SUKOMANUNGGAL 6/35,109,TPS 7
2710,POS RT 05 RW 02 (SUKOMANUNGGAL),109,TPS 8
2711,POS RT. 06 RW. 02 SUKOMANUNGGAL 5,109,TPS 9
2712,BALAI RW. IV JL. TAMBAK LUMPANG SEKOLAHAN,109,TPS 10
2713,MTS. RADEN RAHMAT JL. TAMBAK LUMPANG RT.03,109,TPS 11
2714,BALAI RW. V SUKOMANUNGGAL BARU PJKA,109,TPS 12
2715,JL. SUKOMANUNGGAL JAYA I ( BALAI RW III ).,109,TPS 13
2716,JL. SUKOMANUNGGAL II ( BALAI RT. 04 / RW ),109,TPS 14
2717,Simo Jawar J/157 RW 01,110,TPS 1
2718,Simo Jawar IV/129 RW 01,110,TPS 2
2719,Simo Jawar V/7 RW 01,110,TPS 3
2720,Simo Jawar VI/30 RW 01,110,TPS 4
2721,Simo Pomahan Gg 8/100 RW 02,110,TPS 5
2722,Simo Pomahan Gg 4 RW 02,110,TPS 6
2723,Simo Pomahan Gg 6 RW 02,110,TPS 7
2724,Simo Pomahan Gg III/14 RW 02,110,TPS 8
2725, Lapangan bulutangkis RT 3 RW 03,110,TPS 9
2726, SPM Bhakti Samudra RW 03,110,TPS 10
2727,Lapangan balai RW 3,110,TPS 11
2728, Balai RT 6 RW 03,110,TPS 12
2729, Balai RT 10 RW 03,110,TPS 13
2730, Lapangan RT 15 RW 03,110,TPS 14
2731,Balai RT 17 RW 03,110,TPS 15
2732, Simo Mulyo Baru 5 G no.5-6 ( Sekolah Luar Biasa ) RW 04,110,TPS 16
2733, Simo Mulyo Baru 7 G RW 04,110,TPS 17
2734,Balai RT 8 RW 04,110,TPS 18
2735,Balai RT 9 RW 04,110,TPS 19
2736,Balai RW IV,110,TPS 20
2737,Simo Mulyo Baru Blok J / K RW 04,110,TPS 21
