id,provinsi_id,nama,tempat_lahir,tanggal_lahir,jabatan,fraksi,alamat,keterangan
1490,16,"SRIYATUN, SP",Rejodadi,22 november 1980,Anggota Fraksi PAN,Partai Amanat Nasional,Jl.Palembang-Pangkalan Balai KM.26 Desa Rejodadi Kec.Sembawa,
1491,16,REDHO MUNIR,Duria Gadis,7 April 1977,Ketua Fraksi Hanura,Partai Hati Nurani Rakyat,"Dusun I Desa Duria Gadis, Kec.Rambutan Kab.Banyuasin",
1492,16,JAMALUDDIN,Penuguan,5 November 1971,Wakil Ketua Fraksi Hanura,Partai Hati Nurani Rakyat,"Jl. Ramaraya Lr.Rama VIII, No.79 Rt.03 Rw.01 Km.10",
1493,16,"IRFAN ILHAMI, SH",Palembang,3 September 1987,Sekretaris Fraksi Hanura,Partai Hati Nurani Rakyat,"Jl. Serasi 1 Km,12 No.20 Tugu Batas, Palembang",
1494,16,"NOPRIYADI, ST",Lebung,11 November 1978,Anggota Fraksi Hanura,Partai Hati Nurani Rakyat,Dusun II Desa Lebung No8 Rt.01 Kec.Rantau Bayur Kab.Banyuasin,
1495,16,H. MUHAMMAD SHOLIH,Gresik,6 Juli 1970,Anggota Fraksi Hanura,Partai Hati Nurani Rakyat,Jl. TAA Km.32 Mulia Sari RT.18 RW.09 kec.Tanjung Lago,
1496,16,H. HAZWAR HAMID,Balerak,2 Oktober 1969,Ketua Fraksi PKB,Partai Kebangkita Bangsa,"Purbolinggo lingkungan VII, Rt.14 RW 28 Kel Betung Kec.Betung",
1497,16,"AHMAD ZARKASIH, SH.I.,MM",Sungai Duo,6 April 1983,Wakil ketua Fraksi PKB,Partai Kebangkita Bangsa,"Sungai Duo, Kec.Rambutan Kab.Banyuasin",
1498,16,"SAKRI, SH",Pangkalan Balai,27-Agust-69,Sekretaris fraksi PKB,PKPI,"Jl. Simpang Kedondong Raye, Rt.10 Rw.3 No.08 Kec.Banyuasin III",
1499,16,"NOPIZAL TEGUH, S.Sos", ,3 11 1967,Bendahara Fraksi PKB,Partai Kebangkita Bangsa,Jl. Pangeran ay-in Kenten laut,
1500,16,EMI SUMITRA,Oki,9 September 1982,Anggota Fraksi PKB,Partai Kebangkita Bangsa,"Desa Sidoharjo, Rt.18 Rw.06 Air salek Banyuasin",
1501,16,ENDANG SARI,Rantau Bayur,28 Juni 1972,Anggota Fraksi PKB,Partai Kebangkita Bangsa,Jl. Perindustrian I No21 km.9 Sukarami Palembang,
1502,16,"ANSORI, SH",Sei Gerong,25 November 1964,Anggota Fraksi PKB,Partai Kebangkita Bangsa,Jl. Selatan No.007 Rt.14 RK.III Sei Rebo Kec. BA.I,
1503,16,BUDI HARTONO,Lubuk Linggau,22-Des-72,Anggota Fraksi PKB,Partai Kebangkita Bangsa,Rt.01 RW.01 Desa Sember Agung Kec. Pulau Rimau,
1504,16,"ILHAM HADI, SH,Hut",Lubuk Lancang,02/25/75,Ketua Fraksi PKS- Gerindra,Partai Keadilan Sejahtera,Jl. Palembang-Betung KM.54 Rt.08 Rw.03 No.26 Desa Lubuk Lancang Kec. Suak Tapeh Banyuasin,
1505,16,"SAMSUL RIZAL, SP",Tl. Bingin,19 Oktober 1982,Wakil Ketua Fraksi PKS-Gerindra,Partai Keadilan Sejahtera,Rt.24 Rw.10 Ds.III Tl. Bungin Desa Sungai Rengit Kec.talang kelapa,
1506,16,"JOKO SUSILO, SE",Palembang,16 desember 1980,Sekretaris Fraksi PKS-Gerindra,Partai Gerindra,Jl. Kapten Abdullah Simp IV Kel Talang Putri Kec. Seberang Ulu II,
1507,16,INDRA GUNAWAN,Sekayu,12 Agustus 1972,Bendahara Fraksi PKS-Gerindra,Partai Gerindra,Rt.06 Rw.02 No.02 LKG I Kel Rimba Asam Kec. Betung,
1508,16,BUDI SANTOSO,Sumber Mulya,9 April 1980,Anggota Fraksi PKS-Gerindra,Partai Keadilan Sejahtera,Jalur 6 Jembatan 2 Sumber Mulya Rt.04 Rw.02,
1509,16,SUDIRMAN RUSLAN,Sukajadi,27 Juni 1985,Anggota Fraksi PKS-Gerindra,Partai Gerindra,Jl.Palembang-Betung km.15 No.04 Rt22 Rw.06 Tanah Mas Kec.Talang kelapa,
1510,16,"DARUL QUTNI, SE",Paldas,26 Juni 1976,Ketua Fraksi Demokrat Pembangunan,Partai Demokrat,"Perumahan Bumi Mas Indah, Blok M2 No.10 Rt.10 Rw.03 Kel.Bumi Mas Kec.Talang Kelapa",
1511,16,"H. RIZAL FRIADY, SH",Regan Agung,20 Juni 1961,Wakil ketua Fraksi Demokrat Pembangunan,Partai Demokrat,"Jl.LKMD Regan Agung, kec.BA.III",
1512,16,"Drs. H. SYAHARUDDIN,HR",Pangkalan Balai,31 Agustus 1948,Sekretaris Fraksi Demokrat Pembangunan,Partai PPP,Jl.Maulana Rt.10 Rw.04 No.14 Kel Pangkalan Balai,
1513,16,"H. ALI MAHMUDI, SH.,M.Si",Pati,14 November 1967,Anggota Fraksi Demokrat Pembangunan,Partai Demokrat,Desa Sumber Mulyo Rt.12 Rw.3 Kec.Pulau Rimau,
1514,16,SAIRI,Nganjok,28 Agustus 1971,Anggota Fraksi Demokrat Pembangunan,Partai PPP,Rt3 Dusun I desa Mekar Mukti Kel. Muara Telang,
1515,16,,,,,,,
1516,16,Dedi Candera,Gunung Liwat,13 April 1976,Anggota DPRD Kab. Lahat,PDI-Perjuangan ( Ketua),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1517,16,Sudarman,Gunung Kembang,11 Juli 1968,Anggota DPRD Kab. Lahat,PDI-Perjuangan ( Wakil Ketua),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1518,16,"Marwan Ardiansyah, SE. M. Si",Lahat,9 Maret 1973,Anggota DPRD Kab. Lahat,PDI-Perjuangan (Sekretaris),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1519,16,"Samarudin, SH",Bandar,12 Februari 1972,Anggota DPRD Kab. Lahat,PDI-Perjuangan (Anggota),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1520,16,"Herliansyah, SH. MH",Muara Danau Kikim,28 Juli 1974,Anggota DPRD Kab. Lahat,PDI-Perjuangan (Anggota),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1521,16,"Zuhdan Effendi, SE",Lahat,27 Mei 1973,Anggota DPRD Kab. Lahat,PDI-Perjuangan (Anggota),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1522,16,"H. Mimhaimi, SE",Keban Agung,18 Agustus 1945,Anggota DPRD Kab. Lahat,Partai Golkar (Ketua),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1523,16,Drs. H. Chozali Hanan. MM,Pulau Beringin,15 Agustus 1953,Anggota DPRD Kab. Lahat,Partai Golkar (Wakil Ketua),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1524,16,Wiwin Andaini,Tanjung Sakti,6 Januari 1974,Anggota DPRD Kab. Lahat,Partai Golkar (Sekretaris),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1525,16,"Drs. Parhan Berza, MBA. MM",Tanjung sakti,12 juni 1965,Anggota DPRD Kab. Lahat,Partai Golkar (Anggota),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1526,16,"Sri Marhaeni Wulansih, SH",Lahat,3 November 1970,Anggota DPRD Kab. Lahat,Partai Golkar (Anggota),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1527,16,"Parisman, S.Ag",Aremantai,15 Mei 1978,Anggota DPRD Kab. Lahat,Partai Golkar (Anggota),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1528,16,Tanhar Effendy,Tanjung Pinang,9 April 1982,Anggota DPRD Kab. Lahat,Partai Golkar (Anggota),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1529,16,Ir. Haris Patumuna,Lahat,6 Maret 1968,Anggota DPRD Kab. Lahat,Partai Golkar (Anggota),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1530,16,A. Fikri,Pendopo,12 Maret 1962,Anggota DPRD Kab. Lahat,Partai NASDEM (Ketua),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1531,16,Jon Heri,Lahat,11 November 1967,Anggota DPRD Kab. Lahat,Partai NASDEM (Wakil Ketua),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1532,16,"Arry, A. Md",Lahat,4 Juli 1981,Anggota DPRD Kab. Lahat,Partai NASDEM (Sekretaris),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1533,16,"Hermansyah, SH",Palembang,20 Mei 1954,Anggota DPRD Kab. Lahat,Partai NASDEM (Anggota),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1534,16,H. Syahrol Effendy,Rambai Kaca,6 Juli 1966,Anggota DPRD Kab. Lahat,Partai DEMOKRAT (Ketua),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1535,16,"Cik Ujang, SH",Lebak Budi,2 Mei 1968,Anggota DPRD Kab. Lahat,Partai DEMOKRAT (Wakil Ketua),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1536,16,"Fitrizal Homizi, ST",Lahat,17 Oktober 1974,Anggota DPRD Kab. Lahat,Partai DEMOKRAT (Sekretaris),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1537,16,Irwan Sahmi,Palembang,1 Maret 1971,Anggota DPRD Kab. Lahat,Partai DEMOKRAT (Anggota),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1538,16,Ir. Hudson Arpan,Sirah Pulau,16 Desember 1963,Anggota DPRD Kab. Lahat,PPP (Ketua),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1539,16,"Nizaruddin, SH",Bunga Mas,24 April 1969,Anggota DPRD Kab. Lahat,PPP (Wakil Ketua),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1540,16,"Tubagus Muh AS, S.Pd.I",Tasik Malya,6 Maret 1976,Anggota DPRD Kab. Lahat,PPP (Sekretaris),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1541,16,Deka Ariandi,Pulau Pinang,13 Desember 1984,Anggota DPRD Kab. Lahat,PPP (Anggota),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1542,16,"Gaharu, SE. MM",Tanjung Sakti,5 Agustus 1972,Anggota DPRD Kab. Lahat,Partai GERINDRA (Ketua),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1543,16,Juliansyah, ,07 04 1967,Anggota DPRD Kab. Lahat,Partai GERINDRA (Wakil Ketua),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1544,16,"Imanullah, SH",Tanjung Enim,13 JAnuari 1969,Anggota DPRD Kab. Lahat,Partai GERINDRA (Sekretaris),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1545,16,"Nopan Firmansyah, SE",Genting,12 Desember 1986,Anggota DPRD Kab. Lahat,Partai GERINDRA (Anggota),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1546,16,"Drs. H. Purnawarman Kias, SH",Palembang,11 Maret 1959,Anggota DPRD Kab. Lahat,Gabungan Sepuluh (Ketua),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1547,16,"Suhendra, SE. MM",Ogan Ilir,2 Desember 1971,Anggota DPRD Kab. Lahat,Gabungan Sepuluh (Wakil Ketua),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1548,16,"Bambang S, S.Ip",Lahat,13 Maret 1974,Anggota DPRD Kab. Lahat,Gabungan Sepuluh (Sekertaris),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1549,16,"H. Niko Fransisco, SH. MH",Lahat,28 Agustus 1971,Anggota DPRD Kab. Lahat,Gabungan Sepuluh (Anggota),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1550,16,"Muhammad Ariadi, SE",Lahat,31 Maret 1973,Anggota DPRD Kab. Lahat,Gabungan Sepuluh (Anggota),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1551,16,"Sri Hastuti, SE",Lahat,22 April 1970,Anggota DPRD Kab. Lahat,Gabungan Sepuluh (Anggota),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1552,16,Jhon Sarwaidi,Serambi,10 Februari 1970,Anggota DPRD Kab. Lahat,Gabungan Sepuluh (Anggota),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1553,16,"Lion Faizal, SE. MM",Nanjungan,7 September 1975,Anggota DPRD Kab. Lahat,Gabungan Sepuluh (Anggota),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1554,16,"Ismail Aripin, SH",Tanjung Menang,9 Juni 1970,Anggota DPRD Kab. Lahat,Gabungan Sepuluh (Anggota),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1555,16,Wanhar,Tanjung Alam,19 September 1972,Anggota DPRD Kab. Lahat,Gabungan Sepuluh (Anggota),"Jln. Kol. H. Barlian Bandar Jaya Telp. (0731), 325454, 322492",
1556,16,,,,,,,
1557,16,WILIAN HUSIN,UJAN MAS LAMA,2 FEBRUARI 1962,ANGGOTA DPRD,PARTAI NASDEM,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1558,16,"SUDARMI, ST",KARANG AGUNG,13 MARET 1973,ANGGOTA DPRD,PARTAI NASDEM,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1559,16,VERRA ERIKA,GELUMBANG,19 JULI 1979,ANGGOTA DPRD,PARTAI NASDEM,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1560,16,"MARDIANSAH,SH",KURIPAN,09 MEI 1976,ANGGOTA DPRD,PARTAI NASDEM,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1561,16,IRUL,LAHAT,10 MARET 1966,ANGGOTA DPRD,PARTAI NASDEM,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1562,16,"MUHAMMAD CHANDRA, SH",MUARA ENIM,10 OKTOBER 1974,ANGGOTA DPRD,PARTAI NASDEM,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1563,16,MARDALENA,OKI,18 MARET 1965,ANGGOTA DPRD,PARTAI KEADILAN SEJAHTERA,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1564,16,EDY EKA PURYADI,AIR ITAM,24 JANUARI 1976,ANGGOTA DPRD,PARTAI KEADILAN SEJAHTERA,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1565,16,UMAM PAJRI,PALEMBANG,10 OKTOBER 1974,ANGGOTA DPRD,PARTAI KEADILAN SEJAHTERA,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1566,16,"MISRAN, S.Ag",KOTA PADANG,10 AGUSTUS 1968,ANGGOTA DPRD,PARTAI KEADILAN SEJAHTERA,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1567,16,INDRA GANI,LUBUK MUMPO,08 JUNI1976,ANGGOTA DPRD,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1568,16,MUKARTO,SIGAM,27 NOPEMBER 1964,ANGGOTA DPRD,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1569,16,"ASRI AG, SH",TANJUNG BARU,10 OKTOBER 1960,ANGGOTA DPRD,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1570,16,"ARIES. HB, SE",PALEMBANG,20 APRIL1964,ANGGOTA DPRD,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1571,16,ISHAK JOHARSAH,PAGAR GUNUNG,1 FEBRUARI 1974,ANGGOTA DPRD,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1572,16,"H. SYAIFUL IQBAL ASYOFA, SH",PULAU PANGGUNG,17 SEPTEMBER 1977,ANGGOTA DPRD,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1573,16,ERSANGKUT,BETUNG,08 AGUSTUS 1970,ANGGOTA DPRD,PARTAI GOLONGAN KARYA,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1574,16,"SUARNO, SE",PRABUMENANG,04 JULI 1981,ANGGOTA DPRD,PARTAI GOLONGAN KARYA,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1575,16,"HADIONO, SH",MUBA,10 SEPTEMBER 1966,ANGGOTA DPRD,PARTAI GOLONGAN KARYA,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1576,16,"JONIDI, SH",PAGAR DEWA,05 JANUARI 1972,ANGGOTA DPRD,PARTAI GOLONGAN KARYA,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1577,16,DARAINI,PAJAR BULAN,19 MARET 1979,ANGGOTA DPRD,PARTAI GOLONGAN KARYA,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1578,16,"FITRIANZAH, S.Pt",TANJUNG ENIM,04 OKTOBER 1975,ANGGOTA DPRD,PARTAI BINTANG INDONESIA RAYA,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1579,16,"ALAMSYAH,SH",TALANG UBI,05 NOPEMBER 1975,ANGGOTA DPRD,PARTAI BINTANG INDONESIA RAYA,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1580,16,AGUS FIRMANSYAH,PALEMBANG,02 SEPTEMBER 1974,ANGGOTA DPRD,PARTAI BINTANG INDONESIA RAYA,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1581,16,SUBAHAN,BULANG,05 DESEMBER 1970,ANGGOTA DPRD,PARTAI BINTANG INDONESIA RAYA,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1582,16,"H. AMRAN, SH",TEMPIRAI,01 APRIL 1970,ANGGOTA DPRD,PARTAI BINTANG INDONESIA RAYA,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1583,16,ALI HANAFIAH,PRABUMULIH,21 NOPEMBER 1956,ANGGOTA DPRD,PARTAI BINTANG INDONESIA RAYA,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1584,16,"ARI YOCA SETIAJI, SH",MUARA ENIM,19 APRIL 1991,ANGGOTA DPRD,PARTAI DEMOKRAT,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1585,16,"DEVI HARIANTO,SH,MH",KARANG AGUNG,11 AGUSTUS 1977,ANGGOTA DPRD,PARTAI DEMOKRAT,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1586,16,AHMAD REO KOSUMA,PALEMBANG,30 JANUARI 1992,ANGGOTA DPRD,PARTAI DEMOKRAT,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1587,16,ERMANADI,TALANG AKAR,20 DESEMBER 1962,ANGGOTA DPRD,PARTAI DEMOKRAT,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1588,16,"DWI WINDARTI, SH.M.HUM",TEGAL REJO,13 JULI 1979,ANGGOTA DPRD,PARTAI DEMOKRAT,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1589,16,"FAIZAL ANWAR, SE",ULAK BANDUNG,14 JULI 1971,ANGGOTA DPRD,PARTAI AMANAT NASIONAL,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1590,16,H. UBAIDILLAH,PENGABUAN,17 MARET 1975,ANGGOTA DPRD,PARTAI AMANAT NASIONAL,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1591,16,"IZUDIN EFENDI, SE",PAGAR GUNUNG,25 MEI 1979,ANGGOTA DPRD,PARTAI AMANAT NASIONAL,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1592,16,"EKSA HARIAWAN, SE",SELEMAN,26 FEBRUARI 1970,ANGGOTA DPRD,PARTAI AMANAT NASIONAL,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1593,16,H. MARSITO,PENANGGIRAN,04 AGUSTUS 1970,ANGGOTA DPRD,PARTAI PERSATUAN PEMBANGUNAN,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1594,16,KHAIRUL MURSALIN,TANAH ABANG,15 NOPEMBER 1980,ANGGOTA DPRD,PARTAI PERSATUAN PEMBANGUNAN,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1595,16,"NINO ANDRIAN, SE",GELUMBANG, JULI 1981,ANGGOTA DPRD,PARTAI PERSATUAN PEMBANGUNAN,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1596,16,"MUALIMIN FAJARUDIN, S.Pt",SUKA MERINDU,08 MEI 1977,ANGGOTA DPRD,PARTAI PERSATUAN PEMBANGUNAN,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1597,16,Drs. H. THALIB YAHYA,MUARA KUANG,11 APRIL 1944,ANGGOTA DPRD,PARTAI PERSATUAN PEMBANGUNAN,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1598,16,"MUHARDI, ST",WAY LIMAU,03 MEI 1969,ANGGOTA DPRD,PARTAI HATI NURANI RAKYAT,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1599,16,ASNIWATI,TEMPIRAI,7 APRIL 1974,ANGGOTA DPRD,PARTAI HATI NURANI RAKYAT,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1600,16,AHMAD FAUZI,TANJUNG TIGA,09 APRIL 1988,ANGGOTA DPRD,PARTAI HATI NURANI RAKYAT,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1601,16,"ABRIANTO, SE",TANJUNG ENIM,17 AGUSTUS 1970,ANGGOTA DPRD,PARTAI HATI NURANI RAKYAT,"Jl.Mayor Tjik Agus Kiemas, SH (Desa Kepur) Kec.M.Enim",
1602,16,,,,,,,
1603,16,"H. SOLAHUDDIN DJAKFAR, SH",,28 Juli 1967,,P. NASDEM,,
1604,16,ZUMROWI,,09 Oktober 1965,,PKB,,
1605,16,"H. LAHARSEN MURTHADO, SH",,12 Agustus 1963,,PKS,,
1606,16,"H.M. YUSUF MEKKI, S.Sos",,17 Juni 1959,,PDI-P,,
1607,16,I NYOMAN WARSAYASA,,23 Mei 1968,,PDI-P,,
1608,16,"AGUS HASAN, SH",,14 Agustus 1974,,P. GOLKAR,,
1609,16,ABDUL HAMID,,04 Agustus 1991,,P. GERINDRA,,
1610,16,"BAMBANG IRAWAN, SH",,09 Maret 1973,,P. DEMOKRAT,,
1611,16,"AGUS SALIM, SE.,MM",,23 Agustus 1966,,P. DEMOKRAT,,
1612,16,ASMAWATI,,20 Juni 1974,,PAN,,
1613,16,"JUNI ALPANSURI, S.Si",,13 Juni 1973,,P. HANURA,,
1614,16,JHONI,,11 Mei 1972,,PBB,,
1615,16,"FEBRIANSYAH,  SP.,MM",,06 Juli 1979,,PKS,,
1616,16,"ELNALDI, ST",,19 Juni 1977,,PDI-P,,
1617,16,EFREDI JURIANTO,,01 Februari 1973,,P. GOLKAR,,
1618,16,MULKAN YAHUZA,,01 Maret 1965,,P. GERINDRA,,
1619,16,"AKHMAD MAHIDIN, SH.,MH",,11 Maret 1971,,P. DEMOKRAT,,
1620,16,"ROHMAT KURNIAWAN, SE",,28 Mei 1977,,PAN,,
1621,16,YUSMIN,,04 Januari 1948,,PAN,,
1622,16,H. SUBHAN ISMAIL,,12 04 1978,,P. NASDEM,,
1623,16,"NOVRI HARYANTO, A.Md",,9 11 1982,,PDI-P,,
1624,16,"ABDIYANTO,  SH.,MH",,29 04 1972,,PDI-P,,
1625,16,"Hj. MELLY MUSTIKA, SE.,MM",,3 NOVEMBER 197,,PDI-P,,
1626,16,"NANDA, SH",,18 Oktober 1978,,P. GERINDRA,,
1627,16,BUDIMAN,,07 Juli 1985,,PAN,,
1628,16,DEPIT,,24 Oktober 1976,,P. HANURA,,
1629,16,"MERI, S.Pd",,04 Mei 1966,,PKB,,
1630,16,"JAUHARI, A.Ma",,10 Mei 1979,,PKS,,
1631,16,"NI WAYAN SITI SUNARYASE, SE",,25 Mei 1971,,PDI-P,,
1632,16,H. M. DJA'FAR SHODIQ,,22 Februari 1969,,P. GOLKAR,,
1633,16,MARZUKI HR,,05 Juli 1968,,P. GOLKAR,,
1634,16,"ARPAN HADI, SH",,06 Januari 1980,,P. GERINDRA,,
1635,16,DANI SUKISNO,,15 Desember 1976,,P. DEMOKRAT,,
1636,16,"AMIRSAH, SH",,15 Maret 1975,,P. DEMOKRAT,,
1637,16,MAHRIM,,17 Agustus 1969,,P. DEMOKRAT,,
1638,16,TRIYOTO,,20 Agustus 1968,,PAN,,
1639,16,"AGUS MASNANTO, SP.,MP",,21 Agustus 1978,,P. HANURA,,
1640,16,H. AGUSTAM,,18 Agustus 1969,,P. NASDEM,,
1641,16,SUWARSONO,,15 Desember 1979,,PKB,,
1642,16,"MADE INDRAWAN, ST.,MH",,12 Juni 1976,,PDI-P,,
1643,16,HERI SUSANTO,,02 04 1973,,PDI-P,,
1644,16,"H. NAWAWI, SH",,10 Oktober 1959,,P. GOLKAR,,
1645,16,NARIYO,,26 Juli 1967,,P. GERINDRA,,
1646,16,WAYAN SUDE D.E,,12 Maret 1974,,P. DEMOKRAT,,
1647,16,Drs. KAMALUDIN,,14 Agustus 1967,,P. HANURA,,
1648,16,,,,,,,
1649,16,"Windya Alhadipuro, SE",Banding agung,24-05-1980,anggota,Partai Golkar,Desa Sugi Waras Kec. Banding Agung,
1650,16,Pulung,Talang Padang,01-09-1970,anggota,Partai Golkar,Desa Tanjung Raya Kec. Buay pemaca,
1651,16,"H. Ismail.MO, SKM.,S.Sos.,M.Kes",Cempaka,10-05-1953,Anggota,Partai Golkar,Kelurahan Pasar Muaradua,
