kecamatan/_text,pemilih,pengguna_hak_pilih,perolehan_suara_1,perolehan_suara_2,suara_sah,suara_tidak_sah,total_suara,resources
TPS 1,493,251,37,214,251,0,251,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/karangpilang
TPS 2,513,336,42,289,331,5,336,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/karangpilang
TPS 3,643,304,16,287,303,1,304,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/karangpilang
TPS 4,483,304,31,271,302,2,304,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/karangpilang
TPS 5,406,237,23,206,229,8,237,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/karangpilang
TPS 6,620,307,54,244,298,9,307,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/karangpilang
TPS 7,575,324,53,262,315,9,324,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/karangpilang
TPS 8,523,206,40,164,204,2,206,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/karangpilang
TPS 9,396,236,37,192,229,7,236,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/karangpilang
TPS 10,408,233,30,196,226,7,233,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/karangpilang
TPS 11,429,281,40,238,278,3,281,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/karangpilang
TPS 12,476,273,39,227,266,7,273,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/karangpilang
TPS 1,769,421,58,356,414,7,421,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 2,659,367,40,321,361,6,367,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 3,675,337,67,265,332,5,337,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 4,263,139,9,129,138,1,139,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 5,562,337,41,290,331,6,337,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 6,670,419,58,356,414,5,419,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 7,511,343,46,294,340,3,343,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 8,486,296,38,256,294,2,296,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 9,658,0,48,310,358,4,362,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 10,481,274,37,232,269,5,274,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 11,464,264,23,241,264,0,264,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 12,572,323,86,228,314,9,223,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 13,302,180,45,134,179,1,180,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 14,371,229,37,189,226,3,229,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 15,506,277,40,233,273,4,277,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 16,556,316,28,280,488,8,496,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 17,654,384,54,326,380,4,384,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 18,533,257,36,217,253,4,257,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 19,602,418,57,358,415,3,418,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 20,523,325,52,267,319,6,325,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 21,582,379,60,310,370,9,379,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 22,548,285,46,236,282,3,285,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 23,262,165,20,141,161,4,165,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 24,289,6,141,161,0,0,0,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 25,475,272,55,214,269,3,272,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 26,298,209,15,193,208,1,209,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 27,473,271,36,234,270,1,271,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 28,565,324,38,284,322,2,324,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 29,604,275,34,238,272,3,275,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 30,539,307,50,253,303,4,307,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 31,485,309,47,257,304,5,309,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 32,653,385,46,337,383,2,385,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 33,634,343,47,292,339,4,343,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 34,583,335,38,292,330,5,335,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 35,702,319,30,286,316,3,319,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 36,379,266,43,223,266,0,266,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 37,367,241,21,219,240,1,241,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kebraon
TPS 1,286,286,23,262,285,1,286,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 2,552,258,30,224,254,4,258,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 3,497,236,30,201,231,5,236,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 4,513,251,17,233,250,1,251,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 5,649,346,53,286,339,7,346,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 6,653,320,51,267,318,10,328,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 7,654,327,51,264,315,12,327,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 8,672,333,61,262,333,323,10,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 9,482,283,83,191,274,9,283,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 10,520,265,48,211,259,6,265,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 11,488,294,56,235,291,3,294,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 12,522,294,41,245,286,8,294,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 13,508,302,38,257,295,7,302,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 14,497,238,19,214,233,5,238,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 15,523,283,35,243,278,5,283,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 16,544,309,28,271,299,10,309,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 17,520,302,56,235,291,11,302,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 18,516,290,41,245,286,4,290,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 19,509,298,40,254,294,4,298,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 20,515,293,27,256,283,10,293,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 21,518,290,35,251,286,4,290,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 22,499,321,54,265,319,2,321,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 23,541,279,47,229,276,3,279,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 24,549,343,39,293,332,11,343,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 25,505,306,69,236,305,1,306,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 26,527,268,31,234,265,3,268,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 27,519,339,43,291,334,5,339,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 28,618,378,39,336,375,3,378,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 29,648,374,54,313,367,7,374,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 30,609,321,39,275,314,7,321,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 31,588,329,51,274,325,4,329,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 32,657,356,33,319,352,4,356,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 33,652,320,52,264,316,4,320,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 34,456,278,34,242,276,2,278,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/kedurus
TPS 1,599,330,39,289,328,2,330,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/warugunung
TPS 2,507,296,42,239,281,15,296,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/warugunung
TPS 3,470,281,68,205,273,8,281,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/warugunung
TPS 4,501,310,42,264,306,4,310,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/warugunung
TPS 5,594,324,38,282,320,4,324,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/warugunung
TPS 6,613,358,60,285,345,13,358,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/warugunung
TPS 7,611,391,50,326,376,15,391,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/warugunung
TPS 8,599,345,58,282,340,5,345,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/warugunung
TPS 9,603,362,38,314,352,10,362,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/warugunung
TPS 10,547,314,57,252,309,5,314,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/warugunung
TPS 11,570,370,67,295,362,8,370,https://pilkada2015.kpu.go.id/surabayakota/karangpilang/warugunung
TPS 1,471,277,28,242,270,7,277,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 2,522,278,27,247,274,4,278,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 3,566,226,34,185,219,7,226,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 4,452,260,27,227,254,6,260,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 5,253,533,28,221,253,4,257,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 6,601,164,19,144,163,1,164,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 7,404,256,18,232,250,6,256,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 8,451,237,26,208,234,3,237,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 9,491,248,24,222,246,2,248,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 10,729,484,37,437,474,10,484,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 11,439,439,20,173,193,4,197,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 12,515,234,31,201,232,2,232,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 13,445,282,28,253,281,1,282,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 14,419,267,14,251,265,2,267,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 15,545,269,60,200,260,9,269,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 16,560,252,36,213,249,3,252,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 17,510,169,31,132,163,6,169,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 18,619,229,44,181,225,4,229,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 19,598,179,20,156,176,3,179,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 20,594,211,26,184,210,1,211,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 21,633,247,37,206,243,4,247,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 22,628,628,29,188,217,5,227,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 23,567,240,50,183,233,7,240,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 24,514,235,35,198,233,2,235,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 25,416,200,48,150,198,2,200,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 26,536,208,26,179,205,3,208,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 27,514,241,36,200,236,5,241,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 28,554,210,19,187,206,4,210,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 29,772,365,54,306,360,5,365,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 30,491,188,35,153,188,0,188,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 31,491,267,36,226,262,5,267,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 32,439,219,28,188,216,3,219,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 33,488,220,24,195,219,1,220,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 34,497,192,15,176,191,1,192,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 35,483,275,29,237,266,9,275,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 36,523,263,43,214,257,6,263,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 37,513,225,37,184,221,4,225,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/bulak_banteng
TPS 1,552,267,20,237,257,10,267,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 2,506,289,55,232,287,2,289,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 3,468,245,28,212,240,5,245,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 4,453,250,31,215,246,4,250,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 5,483,206,56,145,201,5,206,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 6,568,278,30,242,272,6,278,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 7,663,316,44,264,308,8,316,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 8,658,357,27,323,350,7,357,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 9,593,249,22,224,246,3,249,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 10,279,279,43,231,274,5,279,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 11,605,190,19,168,187,3,190,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 12,203,203,27,172,199,4,203,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 13,501,243,24,216,240,3,243,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 14,461,158,14,143,157,1,158,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 15,510,215,15,193,208,7,215,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 16,657,276,26,243,269,7,276,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 17,509,224,26,193,219,5,224,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 18,493,233,19,213,232,1,233,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 19,426,165,15,149,164,1,165,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 20,540,250,25,223,248,2,250,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 21,238,238,16,220,236,2,238,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 22,464,250,18,230,248,2,250,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 23,503,339,22,316,338,1,339,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 24,546,248,10,236,246,2,248,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 25,450,222,20,201,221,1,222,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 26,493,295,22,269,291,4,295,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 27,518,269,30,233,263,6,269,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 28,485,276,33,270,273,3,276,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 29,478,251,25,226,251,0,251,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 30,370,214,24,187,211,3,214,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 31,448,240,21,217,238,2,240,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 32,457,224,18,203,0,0,224,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 33,524,294,40,248,288,6,294,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 34,431,222,13,204,217,5,222,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 35,519,132,23,107,130,2,132,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 36,539,124,19,100,119,5,124,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 37,519,175,25,148,173,2,175,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 38,611,221,43,175,218,3,221,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 39,580,223,30,184,214,9,223,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 40,459,179,24,151,175,4,179,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 41,407,179,25,152,177,2,179,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 42,407,148,37,105,142,6,148,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 43,425,170,34,135,169,1,170,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 44,408,153,24,128,152,1,153,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 45,499,206,46,157,203,3,206,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 46,548,282,89,186,275,7,282,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 47,0,0,22,227,0,0,0,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 48,524,223,67,155,222,1,223,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 49,632,249,24,219,243,6,249,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 50,0,0,34,181,0,0,0,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 51,628,231,32,196,228,3,231,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 52,646,258,34,217,251,7,258,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 53,605,326,25,298,323,3,326,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 54,548,274,31,239,270,4,274,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 55,468,256,47,208,255,1,256,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 56,482,224,27,196,223,1,224,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 57,560,258,22,234,256,2,258,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 58,545,207,31,172,203,4,207,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 59,568,332,18,313,331,1,332,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 60,448,216,23,191,214,2,216,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 61,478,245,31,213,244,1,245,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 62,462,250,19,225,244,6,250,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 63,554,292,14,275,289,3,292,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 64,521,282,31,250,281,1,282,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 65,591,310,35,275,310,0,310,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 66,455,242,17,225,242,0,242,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 67,527,259,31,227,258,1,259,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 68,197,197,15,177,192,5,197,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 69,552,258,52,204,256,2,258,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 70,539,157,24,125,149,8,157,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 71,531,180,48,132,180,0,180,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 72,557,245,44,197,241,4,245,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 73,513,272,37,229,266,6,272,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/sidotopo_wetan
TPS 1,568,258,41,212,253,5,258,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/tambak_wedi
TPS 2,537,276,37,235,272,4,276,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/tambak_wedi
TPS 3,589,277,48,225,273,4,277,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/tambak_wedi
TPS 4,608,301,42,250,292,9,301,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/tambak_wedi
TPS 5,556,203,39,160,199,4,203,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/tambak_wedi
TPS 6,567,216,60,148,208,8,216,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/tambak_wedi
TPS 7,521,195,35,155,190,5,195,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/tambak_wedi
TPS 8,512,253,61,189,250,3,253,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/tambak_wedi
TPS 9,544,544,41,188,229,6,235,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/tambak_wedi
TPS 10,538,321,41,278,319,2,321,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/tambak_wedi
TPS 11,481,278,27,251,278,1,279,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/tambak_wedi
TPS 12,484,228,27,198,225,3,228,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/tambak_wedi
TPS 13,481,212,37,167,204,8,212,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/tambak_wedi
TPS 14,604,308,34,270,304,4,308,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/tambak_wedi
TPS 15,607,334,34,294,328,6,334,https://pilkada2015.kpu.go.id/surabayakota/kenjeran/tambak_wedi
